User ID,Y,X,Y_cv
61,50.060,47.380,50.6044380693525
62,49.696,47.330,50.287616022664
63,49.431,47.242,50.105044464825
64,47.884,46.252,49.4920677546811
65,49.845,48.202,49.6152164885607
66,49.509,47.694,49.7585879804387
67,48.070,46.387,49.5508075757488
68,50.834,48.467,50.355151750388
69,48.990,47.164,49.738462238836
70,50.397,48.156,50.2112967823056
71,51.101,48.471,50.6174639512147
72,50.140,47.771,50.3155155639826
73,51.265,49.124,50.1665997290626
74,48.751,46.407,50.2123756724841
75,50.537,48.424,50.0978990227424
76,49.436,47.550,49.8206272363498
77,49.098,47.281,49.7361971668562
78,49.547,47.159,50.3001014853048
79,50.119,47.473,50.5760319804321
80,50.234,48.138,50.0647687026466
81,48.916,46.735,50.0689755250758
82,50.932,48.822,50.1185714817216
83,50.212,48.615,49.5938235357596
84,48.207,46.217,49.8471965255598
85,51.569,49.388,50.2221928114085
86,51.554,49.696,49.9165657310781
87,50.987,48.918,50.0829970053178
88,50.140,47.606,50.4723599012318
89,49.408,47.099,50.2175038646117
90,50.638,49.067,49.5930093789996
91,50.003,47.377,50.5509158770639
92,51.170,49.165,50.0330182416212
93,50.205,47.799,50.3548455866002
94,50.948,48.793,50.161547828058
95,50.627,48.894,49.7451316379525
96,50.305,48.684,49.6208709199299
97,50.125,48.193,49.9029173048554
98,51.550,49.770,49.8433145924273
99,50.270,48.214,50.028638156575
100,50.788,48.568,50.2133833893392
101,51.883,49.607,50.3297932971774
102,48.746,46.645,49.9832564173934
103,48.832,47.124,49.6174692405151
104,50.770,48.771,50.004226527635
105,49.205,46.685,50.4038695681281
106,52.370,49.867,50.5723399764168
107,49.762,47.654,50.0486829507813
108,49.271,47.384,49.8119466434023
109,51.807,50.240,49.6581106905386
110,51.324,49.605,49.7721499538829
111,52.295,49.852,50.5111706104143
112,51.260,49.221,50.0701648210315
113,49.123,47.315,49.7289079558122
114,51.515,49.536,50.0285656124485
115,49.024,48.364,48.6420538650132
116,50.532,49.245,49.3194120715886
117,50.915,48.905,50.0224548971381
118,50.195,47.939,50.2127545742969
119,50.451,48.945,49.5213722458836
120,51.048,48.879,50.1807951708101
121,50.702,48.559,50.1361937697377
122,48.933,47.177,49.6688336233679
123,50.263,48.045,50.1812556590905
124,50.999,49.176,49.8521435278743
125,49.005,47.536,49.4026897578081
126,49.954,47.966,49.947397779257
127,49.515,47.796,49.667554989752
128,51.880,49.816,50.129647489563
129,50.660,48.600,50.0558025743168
130,50.574,47.908,50.6209284363242
131,49.034,46.944,49.9896556590573
132,50.455,48.551,49.8968505318974
133,49.800,47.532,50.201329588318
134,49.832,48.165,49.6373687209952
135,49.294,47.332,49.8835203816268
136,50.529,48.608,49.9164524816698
137,50.688,48.631,50.0540511709842
138,50.047,47.811,50.1856807375157
139,50.271,48.747,49.528201020663
140,48.799,46.944,49.7548539197413
141,48.439,46.138,50.1532153152391
142,50.572,48.121,50.4182036699925
143,49.982,48.546,49.4277103581383
144,50.541,48.342,50.1792160517603
145,51.790,50.574,49.325652904909
146,50.599,48.877,49.7330925511633
147,49.059,47.045,49.9195206327649
148,51.341,49.083,50.2813910726283
149,48.758,46.989,49.6704044935198
150,49.264,47.490,49.704537156962
151,49.582,47.923,49.6143946199842
152,51.757,49.331,50.4640907177604
153,48.842,47.307,49.4555110954641
154,49.440,47.306,50.0540763091432
155,49.918,47.961,49.9145219559225
156,48.935,47.686,49.1910590930231
157,50.885,49.140,49.7714128742559
158,48.739,46.995,49.6464758310921
159,48.659,47.265,49.3125109789271
160,49.190,47.175,49.9277441903327
161,49.283,47.388,49.8203824667368
162,51.758,50.286,49.5654738754258
163,50.772,49.183,49.617337053466
164,50.370,48.257,50.0878727716815
165,48.801,46.983,49.7196354664975
166,50.596,48.926,49.6841883599663
167,48.916,47.408,49.4346828782911
168,48.235,46.550,49.5621578595995
169,51.113,49.248,49.8979594818253
170,50.536,48.357,50.1603932425505
171,50.984,48.969,50.0316179010003
172,50.890,48.029,50.8229425224353
173,50.951,49.050,49.92273100732
174,49.121,47.316,49.7251584002466
175,49.168,47.421,49.6739690491439
176,50.952,48.663,50.2878942662211
177,49.470,47.302,50.0884054117363
178,49.037,47.372,49.5889600494603
179,49.508,47.388,50.0445765251409
180,50.300,48.266,50.0108874610863
181,49.225,48.122,49.070212806738
182,48.500,46.621,49.7594836654058
183,49.000,47.281,49.6372934004726
184,47.543,45.688,49.6821313679981
185,50.372,48.152,50.189374585748
186,48.711,46.353,50.2222038922018
187,48.837,46.958,49.7787931418681
188,49.836,48.316,49.4993660334118
189,49.002,47.500,49.4327014232777
190,51.578,49.439,50.1835367498269
191,48.704,46.638,49.9480255071793
192,50.603,48.548,50.0473871800648
193,50.086,47.917,50.1241521185989
194,48.474,46.704,49.6550186719935
195,50.366,48.871,49.5057158474982
196,50.096,48.088,49.9737872314611
197,50.617,48.776,49.8456226515282
198,51.257,48.675,50.5818020239762
199,51.889,49.660,50.2852217427034
200,51.480,49.484,50.0423392025282
201,49.416,47.407,49.9349577999496
202,49.633,47.270,50.2815270985512
203,51.374,49.496,49.9257497109985
204,50.624,48.817,49.8141963820349
205,50.843,48.355,50.4692878721885
206,48.501,46.079,50.2711552401204
207,50.164,48.193,49.9425173048554
208,49.040,47.042,49.9024996042894
209,50.225,48.604,49.6161598449468
210,50.008,48.056,49.9157683385041
211,50.698,49.044,49.6747012651881
212,50.725,48.418,50.2910310156574
213,50.592,48.834,49.7667679360569
214,49.459,47.754,49.6511647293392
215,48.804,46.942,49.7611157943949
216,49.054,47.611,49.3807263128764
217,50.432,48.171,50.2317262964529
218,50.328,48.520,49.7988862813856
219,52.147,49.961,50.2610117165532
220,49.908,47.833,50.0262908698566
221,49.399,47.107,50.200575367405
222,49.413,47.552,49.795330727789
223,49.706,47.980,49.6856484486793
224,50.376,48.383,49.9751302181633
225,48.310,46.419,49.760281686654
226,50.205,48.256,49.9248040665631
227,50.404,48.239,50.1388686022818
228,50.104,48.196,49.8797793489992
229,49.210,47.214,49.9118883439285
230,49.470,47.837,49.583490319968
231,48.852,46.836,49.9091816583274
232,49.363,47.626,49.6753365506715
233,48.995,47.263,49.6500909661199
234,50.769,48.850,49.9281684701416
235,48.501,46.482,49.8917543984957
236,50.976,48.386,50.5734558848149
237,51.540,49.735,49.8668623476377
238,48.002,45.986,49.8593456794654
239,50.280,48.289,49.9686023882863
240,50.768,48.402,50.3499364231687
241,48.946,47.943,48.96011531929
242,49.750,47.632,50.0569783241401
243,50.256,48.001,50.216312779031
244,49.923,47.782,50.0894563516662
245,49.186,47.800,49.3353705210659
246,48.078,46.459,49.4901522262801
247,51.105,49.335,49.8079390083278
248,51.201,48.986,50.2332684393541
249,49.160,47.114,49.955430479899
250,48.410,46.098,50.1622698496854
251,50.670,48.326,50.3233739222353
252,49.715,47.492,50.1543809361527
253,50.084,48.403,49.6646209217381
254,49.863,47.830,49.9832127402412
255,50.047,48.606,49.4361395700025
256,50.460,48.379,50.0639549746008
257,49.194,46.580,50.4922797867543
258,48.494,46.905,49.4869839684253
259,48.500,46.270,50.090768881345
260,50.864,48.498,50.3550216547443
261,48.938,46.844,49.9873340286442
262,49.338,47.142,50.1066573201741
263,49.023,47.316,49.6276814429824
264,50.087,48.453,49.6202249997631
265,47.604,46.190,49.2697492579265
266,50.352,48.279,50.0501758028824
267,50.477,48.128,50.3165206699473
268,49.794,48.649,49.1433596908086
269,49.761,47.333,50.3494374913049
270,50.097,48.578,49.5127835972509
271,50.390,47.870,50.4726731317225
272,47.206,45.579,49.4477966350823
273,52.061,50.360,49.7977850601321
274,50.621,48.184,50.408451159617
275,49.472,47.453,49.9473843195931
276,49.862,47.746,50.0620030869392
277,50.483,48.290,50.1698241361404
278,50.289,47.522,50.6997288006343
279,48.112,45.640,50.2959413611844
280,51.929,50.200,49.816938703617
281,49.616,47.868,49.7007413795993
282,51.072,48.879,50.204061692178
283,48.981,47.550,49.3661433218214
284,51.293,49.663,49.6866526315721
285,50.346,48.097,50.2148655519119
286,50.457,48.309,50.1267922200685
287,48.721,47.086,49.5434172621317
288,51.203,49.077,50.148780886062
289,50.708,48.715,49.995375602069
290,51.250,49.696,49.6133686299382
291,49.278,47.497,49.7114798107612
292,49.733,47.303,50.3494075954867
293,52.390,50.344,50.141917132887
294,48.884,46.702,50.0676190908135
295,50.480,48.266,50.1899563058114
296,51.185,48.997,50.2071982156385
297,50.381,48.150,50.200433845024
298,50.443,48.660,49.7816525098288
299,49.260,47.640,49.5591830135449
300,50.172,47.880,50.2453410205461
301,48.626,46.332,50.1584604251046
302,51.534,49.545,50.0390910297701
303,50.216,47.962,50.2125928277151
304,49.290,47.285,49.923572266543
305,50.782,48.427,50.3399859970828
306,49.528,47.202,50.239807983603
307,48.557,46.565,49.8693969421196
308,48.663,46.536,50.0023245876067
309,51.122,48.822,50.3085400344261
310,49.648,47.759,49.8361827321551
311,50.058,48.017,50.0026283871881
312,50.821,48.929,49.9065993927108
313,48.758,46.809,49.8406235231706
314,49.270,47.182,50.0010765563805
315,49.697,47.420,50.2040999081293
316,50.465,48.251,50.1896047603274
317,49.945,47.754,50.1372164729243
318,49.502,47.583,49.8558900481042
319,50.101,47.920,50.1367309761311
320,49.802,47.568,50.1688480752622
321,49.340,47.199,50.0550534722264
322,49.158,47.009,50.0518989634782
323,49.789,48.177,49.5820337280349
324,49.236,47.094,50.0501123874328
325,48.988,46.643,50.2276997393425
326,49.919,47.633,50.2259483284091
327,50.292,48.170,50.0933510699667
328,51.958,50.250,49.7987182916107
329,49.424,47.582,49.7791274327266
330,51.046,49.030,50.0359834946259
331,50.642,48.941,49.7168048271088
332,48.910,46.617,50.1733069745477
333,50.898,48.799,50.1056055473915
334,48.511,46.850,49.5557269616568
335,47.402,45.188,50.0122329111049
336,50.377,48.401,49.9600101810141
337,48.081,45.872,50.0467817799206
338,50.007,48.825,49.1906833862587
339,49.198,47.073,50.0315826909882
340,51.609,49.996,49.6888528060678
341,51.206,48.952,50.2700773583775
342,49.547,47.331,50.1376366067051
343,48.927,47.468,49.3885178878755
344,49.001,46.628,50.2543761710602
345,49.529,47.701,49.7714897667145
346,49.842,47.636,50.1447957429149
347,49.877,47.755,50.0677732905818
348,50.512,47.915,50.5533261599268
349,51.069,48.786,50.2886348865073
350,50.332,48.472,49.8478588814114
351,49.314,47.006,50.2106411173452
352,48.293,47.223,48.9852021700789
353,51.630,49.500,50.1778842266442
354,49.014,47.883,49.0849604578503
355,48.896,47.748,49.0945703447621
356,49.686,47.432,50.1824296929518
357,48.027,46.054,49.820392183305
358,49.716,47.421,50.2222844109678
359,49.622,47.063,50.4657600201127
360,50.213,48.446,49.7529149570725
361,50.019,48.760,49.263035304055
362,49.730,48.385,49.3272702309705
363,50.936,48.739,50.200709373994
364,50.035,48.560,49.467108996224
365,49.821,47.671,50.0914692911243
366,49.796,48.014,49.7432459071481
367,49.852,47.695,50.0997674092048
368,49.628,47.698,49.8728306171617
369,49.612,47.847,49.7170096518181
370,49.221,47.113,50.0178032263452
371,50.655,48.473,50.1697258472137
372,49.148,47.068,49.9870400499962
373,50.392,48.939,49.4674972815344
374,49.474,48.148,49.2958354276571
375,50.151,47.922,50.1855577980577
376,50.337,48.688,49.6496144199073
377,50.522,48.191,50.3019238134162
378,48.654,46.532,49.9973855776607
379,49.921,47.672,50.190113645818
380,51.209,48.881,50.3395414129646
381,48.195,46.562,49.5098680803184
382,50.731,48.428,50.2880636865329
383,47.606,45.966,49.4828026525335
384,49.352,47.346,49.9290927860961
385,50.065,48.136,49.897643035995
386,48.128,46.636,49.3736059302684
387,48.607,46.933,49.5725335636848
388,48.453,46.526,49.8018119167313
389,51.584,49.517,50.1151531780957
390,50.379,48.425,49.9388825056436
391,50.540,48.671,49.8682956208696
392,49.669,47.651,49.9590120619125
393,49.916,47.685,50.1729150303499
394,48.327,46.644,49.5653522108445
395,49.564,47.698,49.8088351114621
396,49.382,47.001,50.283560363814
397,50.735,48.891,49.8567958231561
398,51.306,48.646,50.6578648874114
399,51.317,49.659,49.715324776901
400,50.797,48.747,50.0534856588392
401,49.439,47.284,50.0744334175489
402,48.791,47.103,49.5961101238425
403,50.763,48.425,50.3231656965242
404,50.560,48.843,49.7265427736066
405,48.334,46.111,50.0737881914815
406,50.476,48.225,50.2246496721755
407,50.656,49.070,49.6084296838273
408,50.272,48.236,50.0102923515891
409,49.982,48.428,49.5399636822638
410,49.443,47.140,50.2145974512427
411,48.372,46.523,49.7234724794271
412,50.757,48.430,50.312241380252
413,49.849,47.608,50.1792487544949
414,49.614,47.586,49.9647318087656
415,51.676,49.621,50.1101877287142
416,51.166,48.248,50.8924783700281
417,50.859,48.786,50.0789328551708
418,50.452,47.788,50.6124175496318
419,51.755,48.819,50.9432827723342
420,51.465,49.422,50.0853453439496
421,51.058,48.779,50.2848120845633
422,50.492,48.295,50.1752779324074
423,47.641,46.180,49.315833688191
424,49.996,48.089,49.8729589793153
425,49.899,47.876,49.9759686758437
426,49.957,48.247,49.6854282133452
427,50.805,49.015,49.8101947041263
428,47.458,45.505,49.7692884973808
429,49.467,47.153,50.2248757973079
430,50.328,48.133,50.1635360616546
431,49.561,47.700,49.8046304818241
432,48.414,45.949,50.3063993634644
433,50.526,48.525,49.9921718212377
434,50.355,48.402,49.9362777265884
435,48.902,46.909,49.8906209513039
436,49.812,48.549,49.2556741415981
437,50.723,49.024,49.7194956314166
438,49.732,47.706,49.9699853022975
439,50.975,48.902,50.0858827048495
440,50.209,48.379,49.8125187409844
441,49.729,47.642,50.0271566445909
442,48.674,46.596,49.9572961185591
443,50.097,48.134,49.931378241136
444,50.274,48.353,49.9021085830291
445,50.773,49.011,49.7810972938896
446,49.772,48.064,49.6719575179402
447,50.681,47.709,50.9155186541301
448,48.917,47.256,49.5787868650252
449,49.293,47.669,49.5652866714776
450,50.148,47.999,50.1098326223481
451,49.423,46.994,50.3313827798182
452,51.236,48.994,50.2600841444272
453,50.688,48.548,50.1329774678163
454,49.903,48.442,49.4467821764738
455,50.167,48.339,49.8076138594718
456,51.884,49.829,50.1212856874834
457,49.944,47.280,50.5831938278308
458,47.624,45.549,49.8931923931086
459,50.296,47.856,50.3920275363726
460,49.975,47.682,50.2343138537296
461,49.249,47.923,49.2819980943473
462,49.117,47.210,49.8216939721586
463,49.660,47.405,50.1818814096503
464,49.867,48.084,49.7490789451628
465,49.803,47.525,50.21063331628
466,51.891,50.249,49.7331997303681
467,48.892,47.056,49.7413049076188
468,49.450,47.401,49.9744618242012
469,47.413,45.702,49.5379978351405
470,50.339,48.335,49.9835847056499
471,47.660,46.205,49.3107976125298
472,49.437,47.393,49.9701333641437
473,49.146,47.796,49.2990793359075
474,49.080,47.213,49.7816418182916
475,51.353,49.732,49.6823753732973
476,50.894,48.913,49.9942592945224
477,51.215,49.187,50.0577982343554
478,48.949,47.161,49.7000916419877
479,51.328,49.270,50.0920583150155
480,50.274,48.533,49.7331514323011
481,50.930,48.896,50.0464367248321
482,51.437,48.845,50.6013623505175
483,49.126,46.790,50.2261389136056
484,49.361,47.680,49.6233377511818
485,50.550,49.035,49.5362454077011
486,47.167,45.357,49.6174114940611
487,51.689,49.850,49.9070014693997
488,50.592,48.780,49.8177696301377
489,50.188,48.624,49.5608272180343
490,50.413,48.170,50.2132280314999
491,49.005,46.720,50.171303408358
492,49.768,47.465,50.2329672910272
493,51.564,48.959,50.6213588526327
494,51.652,49.417,50.2776393682013
495,52.621,50.157,50.5494439446348
496,50.174,48.256,49.8931892845113
497,49.488,47.282,50.1252142722652
498,49.770,47.424,50.2729731246243
499,49.150,46.712,50.3236462559893
500,49.679,47.894,49.7394145802903
501,49.978,48.386,49.5747254531877
502,50.109,47.935,50.1304610700504
503,51.572,49.181,50.4199413868144
504,49.572,47.618,49.8919386746551
505,49.606,47.429,50.1043757613472
506,49.160,47.556,49.5388010411549
507,48.662,46.392,50.1371383335491
508,47.856,46.482,49.2469472930867
509,48.255,47.086,49.0768895812197
510,51.395,49.046,50.3705959119023
511,50.875,48.681,50.193302498294
512,51.255,49.689,49.6243030815479
513,48.593,46.297,50.157282818491
514,48.166,45.704,50.289059439119
515,49.236,47.544,49.6262401010573
516,49.902,48.235,49.640440028232
517,50.267,48.525,49.7328619651134
518,51.270,49.025,50.2650040445144
519,50.153,48.292,49.8384990748752
520,51.396,49.720,49.7369838491587
521,49.803,48.116,49.6540037839848
522,49.213,46.987,50.1276550604847
523,48.651,46.278,50.2333427032264
524,49.166,47.560,49.5409030938368
525,50.077,48.249,49.8032002574889
526,49.230,47.669,49.5018997142134
527,51.119,48.911,50.2214021763063
528,51.403,49.754,49.7106963816998
529,47.619,45.217,50.2018790320013
530,50.929,48.902,50.0395260396059
531,47.743,45.364,50.1864122646685
532,50.464,48.613,49.8475113477401
533,50.969,48.922,50.0617486221034
534,49.777,48.136,49.6098972382748
535,48.511,46.650,49.7438107977014
536,49.575,47.125,50.3599450425044
537,49.803,47.334,50.391472709253
538,50.078,47.690,50.3304110018293
539,49.750,48.232,49.4922097191352
540,49.604,47.817,49.7374096121242
541,50.500,48.443,50.043075659375
542,48.787,46.777,49.8992376729494
543,50.079,47.977,50.0609297350229
544,51.668,49.062,50.6283384730545
545,50.163,47.515,50.5803794815914
546,49.501,47.794,49.6563028017325
547,51.303,49.037,50.2867183236374
548,47.664,45.419,50.055406372577
549,51.043,49.074,49.9916675342293
550,49.325,47.655,49.6101373097441
551,49.798,48.238,49.5345704812045
552,49.709,48.107,49.5685866273471
553,50.974,49.103,49.8954161223587
554,49.931,47.879,50.0047853624326
555,49.481,47.375,50.030705140609
556,51.383,49.685,49.7564923280168
557,47.852,45.621,50.0534616775469
558,49.873,48.090,49.7488431858642
559,48.584,46.491,49.9657060494338
560,49.423,47.276,50.0654461213045
561,52.120,50.408,49.8115346310496
562,49.903,47.795,50.0569348373381
563,50.525,47.912,50.5690528080942
564,47.895,46.468,49.2995414099853
565,49.141,47.234,49.8236794833996
566,50.126,48.221,49.8785113858772
567,50.559,48.343,50.1958979434902
568,50.617,48.637,49.9782962792091
569,49.693,48.221,49.4453919699183
570,50.656,48.317,50.3172554621779
571,50.726,48.201,50.4970480754629
572,48.355,46.192,50.0193121653247
573,50.192,47.635,50.4958254466253
574,50.299,48.425,49.8598733731671
575,50.365,49.057,49.3301897465909
576,49.757,47.826,49.8816074924096
577,49.181,47.192,49.9025102386552
578,49.012,47.191,49.7348213939301
579,49.552,47.609,49.8814532530644
580,51.118,49.054,50.0852223406232
581,47.701,46.204,49.353140358976
582,48.852,47.563,49.2241351422496
583,48.934,46.988,49.8476359365463
584,50.996,48.150,50.8152002225162
585,49.507,47.204,50.2178249494053
586,49.521,47.649,49.8126824850016
587,49.393,47.694,49.6413263892675
588,50.697,49.080,49.6396854017076
589,49.597,47.839,49.7086040991588
590,47.444,45.093,50.1424262407719
591,50.779,48.264,50.4907039739161
592,49.938,48.430,49.4930568859516
593,49.969,47.841,50.0798016447331
594,48.567,47.198,49.2829910007245
595,50.162,48.572,49.5835903722178
596,50.317,48.637,49.6766032407424
597,49.506,47.299,50.1273913362559
598,49.883,48.136,49.7148268066476
599,48.814,46.725,49.9760279282728
600,49.534,47.687,49.7887620004213
601,48.600,46.557,49.9193879065592
602,50.414,48.380,50.0167565743102
603,49.099,46.804,50.1863401585309
604,49.690,48.033,49.6194309483403
605,48.550,46.207,50.1993990726325
606,49.187,47.543,49.5783948745711
607,49.659,48.205,49.4271389686007
608,48.570,46.314,50.1184159679534
609,49.841,48.015,49.7876170709612
610,49.348,47.253,50.0121116300008
611,48.175,46.486,49.5617429725455
612,48.809,47.250,49.4768166827279
613,50.384,48.156,50.1979644632175
614,51.204,48.630,50.5714721781144
615,50.231,47.698,50.4754358351098
616,50.184,48.264,49.8965813628075
617,50.163,48.281,49.8587369752337
618,50.135,48.733,49.4048422387016
619,50.865,49.538,49.3762604073075
620,48.569,46.625,49.8246994844712
621,50.860,48.495,50.353680478124
622,50.121,47.338,50.705077665064
623,49.551,47.577,49.9108634883148
624,50.032,48.085,49.9125286616804
625,49.960,47.609,50.2889491989293
626,48.823,46.662,50.0441856565964
627,50.334,48.137,50.1650200017973
628,51.889,49.877,50.0815629393128
629,50.437,47.616,50.7600303968949
630,50.118,48.352,49.7467410417239
631,49.298,47.352,49.8688442718132
632,49.666,47.828,49.7881673656102
633,50.543,48.577,49.9596398223292
634,49.886,47.684,50.1437140104126
635,49.607,47.460,50.0764749420558
636,50.208,48.340,49.848481400777
637,49.104,46.865,50.1342370555761
638,50.220,48.417,49.7883466566947
639,50.887,48.687,50.199612824467
640,50.944,49.121,49.8491694199658
641,50.047,47.951,50.0539776896068
642,51.516,49.700,49.8756982196563
643,51.146,49.022,50.1431451869822
644,49.003,46.852,50.0450921924121
645,48.331,46.883,49.3433557192762
646,49.690,48.179,49.4819640285936
647,51.294,48.666,50.6273344314422
648,49.713,48.023,49.6513424840138
649,48.902,47.451,49.3801418395531
650,51.167,49.843,49.3918744651758
651,50.365,48.535,49.8223502855642
652,47.773,45.633,49.9632162444213
653,50.539,47.896,50.5972460446621
654,50.506,48.722,49.7869649211119
655,49.851,48.017,49.7952685310639
656,50.245,48.213,50.0049848175496
657,50.137,48.220,49.890937902976
658,48.717,46.454,50.1337748032362
659,49.792,47.980,49.7711549700473
660,49.163,47.138,49.9353478786009
661,49.016,47.147,49.7801017004822
662,48.693,46.814,49.7714784789817
663,50.917,48.043,50.8369399967079
664,50.202,47.654,50.4882622271336
665,49.520,47.606,49.8516846832836
666,49.465,47.493,49.9030197808778
667,50.032,47.997,49.9954833374577
668,50.540,48.874,49.6772849927818
669,48.158,46.001,50.002449099603
670,50.832,48.356,50.4569752696181
671,49.259,47.215,49.9592818310987
672,48.479,46.369,49.9760179006495
673,47.990,45.622,50.1910384952044
674,49.161,47.234,49.8423665888086
675,50.487,48.316,50.1503809593393
676,50.213,48.645,49.5655676381267
677,49.372,46.810,50.4535130915434
678,50.713,49.042,49.6921076298731
679,51.204,49.966,49.3129637777732
680,50.248,48.562,49.6792345104617
681,49.574,47.434,50.0681037641631
682,51.039,49.259,49.8135694062545
683,50.375,48.777,49.6040787412689
684,50.813,49.415,49.4407592115183
685,49.147,47.589,49.4948013942146
686,47.348,45.144,49.9992233658018
687,52.031,50.180,49.9380666966224
688,48.407,46.291,49.9769152473024
689,49.863,48.267,49.5722058741841
690,52.489,50.029,50.5382324312108
691,50.285,47.929,50.3117701641054
692,51.031,49.314,49.7533719187227
693,47.849,47.036,48.7180569547593
694,48.247,46.339,49.7715375732042
695,49.571,47.495,50.0066232765861
696,51.041,49.255,49.8191993806402
697,49.821,47.492,50.2602309361527
698,49.390,47.248,50.0588349348737
699,50.524,48.208,50.2889452192934
700,51.108,49.239,49.9019433365868
701,48.077,46.166,49.7652682367168
702,48.218,46.663,49.4384210226894
703,48.811,47.423,49.315386738594
704,51.085,48.926,50.1736657488577
705,50.196,47.986,50.1688100825412
706,52.201,50.643,49.6723285454942
707,50.780,48.946,49.8495692074168
708,49.781,47.820,49.9107484739254
709,51.404,48.842,50.5712401582289
710,50.375,48.394,49.9650570955877
711,49.231,47.470,49.6908979006827
712,50.670,48.605,50.0607463748529
713,49.405,47.028,50.2808570516753
714,49.836,47.703,50.075601954734
715,51.042,49.119,49.9484099869306
716,49.719,47.663,49.996677212828
717,48.889,47.171,49.6306743128632
718,49.409,47.273,50.0545434931196
719,51.225,49.083,50.1648093333123
720,49.584,47.599,49.921921746002
721,49.339,47.403,49.8613542999722
722,49.618,47.148,50.3812770665752
723,50.205,48.574,49.6250073422891
724,49.491,47.379,50.0361856021196
725,48.047,46.233,49.6715086550848
726,49.069,47.166,49.8152650066275
727,49.237,47.217,49.9353306843619
728,50.703,49.179,49.5522429694476
729,50.714,48.928,49.800139240297
730,51.151,48.487,50.652629411227
731,49.663,47.252,50.3281482909754
732,49.249,47.541,49.6423302235878
733,49.308,48.115,49.1608175418302
734,48.779,47.372,49.3306006292324
735,52.476,50.533,50.051139893781
736,48.155,46.213,49.7993209942458
737,50.680,48.653,50.0259089885061
738,48.497,46.596,49.780461480383
739,50.190,48.012,50.1388841550248
740,48.939,46.988,49.8523741972303
741,49.247,46.577,50.5481686058649
742,48.718,46.635,49.9643778091911
743,51.504,49.956,49.6226183519134
744,49.911,47.405,50.4313895307275
745,49.480,47.385,50.0194870878367
746,50.815,48.148,50.6359371712422
747,50.050,47.480,50.5005192681384
748,50.473,48.260,50.1883565594103
749,48.049,46.667,49.2652952548526
750,49.799,48.255,49.5198120309575
751,50.544,48.794,49.7566975445756
752,48.294,46.693,49.4853804868803
753,50.545,48.682,49.8638093116825
754,51.611,49.348,50.3017551749116
755,49.971,48.202,49.7408179401253
756,50.722,48.867,49.8657762577801
757,50.858,48.585,50.2676792937859
758,49.068,47.299,49.6890569858313
759,50.249,48.360,49.8708594932432
760,48.923,46.212,50.5686022891275
761,49.667,47.649,49.9581892983901
762,50.134,48.263,49.8464875921549
763,50.589,48.274,50.2916686718591
764,50.327,47.824,50.4533928456954
765,50.438,48.768,49.6751672384756
766,48.659,47.221,49.3526446245046
767,49.607,48.149,49.4277416655426
768,49.700,48.169,49.5014177309413
769,51.588,49.646,49.998611073281
770,49.983,48.236,49.7214346706772
771,49.777,47.555,50.1565219044093
772,49.847,47.770,50.0245452634239
773,49.133,47.035,50.0021952111742
774,50.383,48.417,49.950459991451
775,49.660,47.637,49.9627595135675
776,47.970,46.430,49.4091223390001
777,49.574,48.217,49.3296446992882
778,49.935,47.783,50.1004391109196
779,48.492,46.153,50.1919687396457
780,50.077,47.967,50.0690150328108
