row_index,user_id,page,sale_id,date,load_time
3865502,7e095194c66e4569af4d2fd5dcbbfa7d,menu,,2022-05-19 11:51:18,0.082671
3865567,7e095194c66e4569af4d2fd5dcbbfa7d,menu,,2022-05-19 11:52:25,0.055101
3865595,c2096989cfbd4e6397e2b502779f8325,basket,,2022-05-19 11:52:48,0.082441
3865609,7e095194c66e4569af4d2fd5dcbbfa7d,basket,,2022-05-19 11:52:57,0.075211
3865631,7e095194c66e4569af4d2fd5dcbbfa7d,basket,,2022-05-19 11:53:19,0.069458
3865653,7e095194c66e4569af4d2fd5dcbbfa7d,basket,,2022-05-19 11:53:38,0.072219
3865694,7e095194c66e4569af4d2fd5dcbbfa7d,menu,,2022-05-19 11:54:27,0.046234
3865758,c2096989cfbd4e6397e2b502779f8325,payment,1408220,2022-05-19 11:55:26,0.074306
3865838,7e095194c66e4569af4d2fd5dcbbfa7d,basket,,2022-05-19 11:56:44,0.058563
3865872,bb3e0fa70e9d4ffd84441924bb720266,basket,,2022-05-19 11:57:16,0.063703
3865893,bb3e0fa70e9d4ffd84441924bb720266,menu,,2022-05-19 11:57:38,0.06789
3865894,7e095194c66e4569af4d2fd5dcbbfa7d,payment,1408235,2022-05-19 11:57:39,0.069979
3866065,bb3e0fa70e9d4ffd84441924bb720266,payment,1408255,2022-05-19 12:00:27,0.080094
3866729,348c4ce8fcaa43758babededcff3c124,menu,,2022-05-19 12:11:57,0.065513
3866793,bcbdfe2393ff4fa59351b4c01709b988,menu,,2022-05-19 12:13:00,0.084945
3866798,bcbdfe2393ff4fa59351b4c01709b988,menu,,2022-05-19 12:13:03,0.068298
3866855,348c4ce8fcaa43758babededcff3c124,menu,,2022-05-19 12:13:53,0.070615
3866896,348c4ce8fcaa43758babededcff3c124,menu,,2022-05-19 12:14:42,0.077575
3866930,bcbdfe2393ff4fa59351b4c01709b988,basket,,2022-05-19 12:15:07,0.076375
3866993,348c4ce8fcaa43758babededcff3c124,menu,,2022-05-19 12:16:10,0.08589
3867420,348c4ce8fcaa43758babededcff3c124,basket,,2022-05-19 12:23:26,0.056463
3867467,348c4ce8fcaa43758babededcff3c124,menu,,2022-05-19 12:23:58,0.089892
3867524,348c4ce8fcaa43758babededcff3c124,basket,,2022-05-19 12:24:57,0.080806
3867695,348c4ce8fcaa43758babededcff3c124,menu,,2022-05-19 12:27:22,0.087163
3867702,348c4ce8fcaa43758babededcff3c124,payment,1408428,2022-05-19 12:27:27,0.095336
3869694,db55c13ea37e4e5aa08ce2c16b8bf505,menu,,2022-05-19 12:59:28,0.067908
3869728,db55c13ea37e4e5aa08ce2c16b8bf505,menu,,2022-05-19 13:00:02,0.060441
3869855,ba20a79c6d7c4fdf8ee3895e4f1bb56e,menu,,2022-05-19 13:02:23,0.085939
3869857,4ecc6cc8606f4f2d9f934169aa60d934,menu,,2022-05-19 13:02:28,0.090106
3869957,ba20a79c6d7c4fdf8ee3895e4f1bb56e,menu,,2022-05-19 13:04:05,0.056769
3869976,0ea8469d67f6448fb4389cda261d6e15,menu,,2022-05-19 13:04:27,0.059956
3870023,ba20a79c6d7c4fdf8ee3895e4f1bb56e,menu,,2022-05-19 13:05:11,0.067777
3870051,db55c13ea37e4e5aa08ce2c16b8bf505,basket,,2022-05-19 13:05:43,0.065587
3870060,db55c13ea37e4e5aa08ce2c16b8bf505,menu,,2022-05-19 13:05:50,0.081067
3870071,4ecc6cc8606f4f2d9f934169aa60d934,menu,,2022-05-19 13:05:54,0.079496
3870078,0ea8469d67f6448fb4389cda261d6e15,menu,,2022-05-19 13:06:01,0.078624
3870161,db55c13ea37e4e5aa08ce2c16b8bf505,basket,,2022-05-19 13:07:32,0.062093
3870171,0ea8469d67f6448fb4389cda261d6e15,menu,,2022-05-19 13:07:37,0.079201
3870229,db55c13ea37e4e5aa08ce2c16b8bf505,menu,,2022-05-19 13:08:42,0.080317
3870233,db55c13ea37e4e5aa08ce2c16b8bf505,menu,,2022-05-19 13:08:45,0.074475
3870263,db55c13ea37e4e5aa08ce2c16b8bf505,payment,1408719,2022-05-19 13:09:12,0.093139
3870348,4ecc6cc8606f4f2d9f934169aa60d934,menu,,2022-05-19 13:10:29,0.061186
3870350,ba20a79c6d7c4fdf8ee3895e4f1bb56e,menu,,2022-05-19 13:10:30,0.070738
3870400,ba20a79c6d7c4fdf8ee3895e4f1bb56e,basket,,2022-05-19 13:11:08,0.070749
3870406,4ecc6cc8606f4f2d9f934169aa60d934,menu,,2022-05-19 13:11:14,0.066956
3870506,ba20a79c6d7c4fdf8ee3895e4f1bb56e,basket,,2022-05-19 13:12:35,0.061949
3870638,ba20a79c6d7c4fdf8ee3895e4f1bb56e,basket,,2022-05-19 13:14:58,0.058501
3870685,ba20a79c6d7c4fdf8ee3895e4f1bb56e,payment,1408772,2022-05-19 13:15:43,0.089111
3870712,4ecc6cc8606f4f2d9f934169aa60d934,basket,,2022-05-19 13:16:09,0.06471
3870736,4ecc6cc8606f4f2d9f934169aa60d934,basket,,2022-05-19 13:16:33,0.087219
3870755,4ecc6cc8606f4f2d9f934169aa60d934,menu,,2022-05-19 13:16:53,0.067685
3870758,4ecc6cc8606f4f2d9f934169aa60d934,menu,,2022-05-19 13:17:02,0.07216
3870775,4ecc6cc8606f4f2d9f934169aa60d934,basket,,2022-05-19 13:17:17,0.091488
3870797,2957b4b397c74105af8895774b6c1118,menu,,2022-05-19 13:17:42,0.084374
3870856,4ecc6cc8606f4f2d9f934169aa60d934,payment,1408794,2022-05-19 13:18:44,0.082332
3870881,0ea8469d67f6448fb4389cda261d6e15,basket,,2022-05-19 13:19:09,0.063357
3870886,0ea8469d67f6448fb4389cda261d6e15,basket,,2022-05-19 13:19:15,0.076658
3871417,2957b4b397c74105af8895774b6c1118,menu,,2022-05-19 13:27:08,0.06141
3871467,2957b4b397c74105af8895774b6c1118,basket,,2022-05-19 13:27:55,0.060449
3871522,2957b4b397c74105af8895774b6c1118,menu,,2022-05-19 13:28:53,0.071076
3871524,2957b4b397c74105af8895774b6c1118,menu,,2022-05-19 13:28:58,0.040956
3871570,2957b4b397c74105af8895774b6c1118,basket,,2022-05-19 13:29:35,0.054959
3871660,2957b4b397c74105af8895774b6c1118,payment,1408868,2022-05-19 13:30:51,0.052728
3871970,b1cc00cbd39f45edaad0342f58c3706a,menu,,2022-05-19 13:35:43,0.078134
3872301,b1cc00cbd39f45edaad0342f58c3706a,basket,,2022-05-19 13:40:20,0.072943
3873004,e22219e3dd084363accd3fe517974848,menu,,2022-05-19 13:50:03,0.08495
3873147,a95eb4984a7a47fab79072c34f338baf,menu,,2022-05-19 13:52:06,0.067319
3873303,df25db42a2704ae7ba40dd4a9d816638,menu,,2022-05-19 13:54:15,0.067561
3873437,e22219e3dd084363accd3fe517974848,menu,,2022-05-19 13:55:58,0.077549
3873595,a95eb4984a7a47fab79072c34f338baf,menu,,2022-05-19 13:58:11,0.092227
3873610,e22219e3dd084363accd3fe517974848,menu,,2022-05-19 13:58:26,0.043125
3873677,a95eb4984a7a47fab79072c34f338baf,menu,,2022-05-19 13:59:16,0.063674
3873708,df25db42a2704ae7ba40dd4a9d816638,menu,,2022-05-19 13:59:44,0.048412
3873745,a95eb4984a7a47fab79072c34f338baf,menu,,2022-05-19 14:00:20,0.070017
3873761,e22219e3dd084363accd3fe517974848,menu,,2022-05-19 14:00:31,0.060928
3874137,e22219e3dd084363accd3fe517974848,basket,,2022-05-19 14:05:50,0.082604
3874163,a95eb4984a7a47fab79072c34f338baf,basket,,2022-05-19 14:06:00,0.078011
3874176,e22219e3dd084363accd3fe517974848,basket,,2022-05-19 14:06:09,0.057648
3874270,e22219e3dd084363accd3fe517974848,menu,,2022-05-19 14:07:20,0.059442
3874279,e22219e3dd084363accd3fe517974848,basket,,2022-05-19 14:07:22,0.08926
3874320,e22219e3dd084363accd3fe517974848,payment,1409161,2022-05-19 14:07:46,0.05746
3874407,df25db42a2704ae7ba40dd4a9d816638,basket,,2022-05-19 14:08:55,0.057969
3874425,4052406f7c9c4e338f178f24ae8a8145,menu,,2022-05-19 14:09:09,0.06496
3874466,a95eb4984a7a47fab79072c34f338baf,payment,1409183,2022-05-19 14:09:44,0.070057
3874478,df25db42a2704ae7ba40dd4a9d816638,basket,,2022-05-19 14:09:54,0.069593
3874493,df25db42a2704ae7ba40dd4a9d816638,basket,,2022-05-19 14:10:06,0.070238
3874542,1145600cb9f34ef7a4c7f2f971bfed13,menu,,2022-05-19 14:10:49,0.053982
3874566,4e5bbff30707442d8c27a40ab73e95ef,menu,,2022-05-19 14:11:13,0.058463
3874613,df25db42a2704ae7ba40dd4a9d816638,menu,,2022-05-19 14:11:52,0.082053
3874626,4e5bbff30707442d8c27a40ab73e95ef,menu,,2022-05-19 14:12:05,0.063374
3874707,6ee831b289bc42e7b5f4ad8dfd957a29,menu,,2022-05-19 14:13:17,0.079784
3874714,df25db42a2704ae7ba40dd4a9d816638,payment,1409207,2022-05-19 14:13:22,0.045551
3874812,4e5bbff30707442d8c27a40ab73e95ef,menu,,2022-05-19 14:14:47,0.060529
3874839,6ee831b289bc42e7b5f4ad8dfd957a29,menu,,2022-05-19 14:15:06,0.058874
3875024,4e5bbff30707442d8c27a40ab73e95ef,menu,,2022-05-19 14:17:38,0.07257
3875057,6ee831b289bc42e7b5f4ad8dfd957a29,menu,,2022-05-19 14:18:11,0.066973
3875063,4052406f7c9c4e338f178f24ae8a8145,menu,,2022-05-19 14:18:20,0.073081
3875147,1145600cb9f34ef7a4c7f2f971bfed13,menu,,2022-05-19 14:19:21,0.06955
3875225,6ee831b289bc42e7b5f4ad8dfd957a29,menu,,2022-05-19 14:20:22,0.077649
3875231,4052406f7c9c4e338f178f24ae8a8145,menu,,2022-05-19 14:20:24,0.065169
3875258,1145600cb9f34ef7a4c7f2f971bfed13,menu,,2022-05-19 14:20:47,0.076161
3875336,4e5bbff30707442d8c27a40ab73e95ef,basket,,2022-05-19 14:21:54,0.050754
3875483,1145600cb9f34ef7a4c7f2f971bfed13,menu,,2022-05-19 14:23:40,0.057264
3875511,d108b3689a9e4cafa314d2f960f62ba0,menu,,2022-05-19 14:24:05,0.082761
3875513,1145600cb9f34ef7a4c7f2f971bfed13,basket,,2022-05-19 14:24:07,0.0723
3875520,4052406f7c9c4e338f178f24ae8a8145,basket,,2022-05-19 14:24:14,0.071478
3875542,1145600cb9f34ef7a4c7f2f971bfed13,basket,,2022-05-19 14:24:31,0.063418
3875553,4052406f7c9c4e338f178f24ae8a8145,basket,,2022-05-19 14:24:40,0.061255
3875585,1145600cb9f34ef7a4c7f2f971bfed13,menu,,2022-05-19 14:25:04,0.078933
3875632,1145600cb9f34ef7a4c7f2f971bfed13,payment,1409313,2022-05-19 14:25:37,0.067286
3875658,1145600cb9f34ef7a4c7f2f971bfed13,menu,,2022-05-19 14:25:58,0.068037
3875659,4052406f7c9c4e338f178f24ae8a8145,menu,,2022-05-19 14:25:59,0.068682
3875663,4052406f7c9c4e338f178f24ae8a8145,payment,1409316,2022-05-19 14:26:03,0.066589
3875673,4052406f7c9c4e338f178f24ae8a8145,menu,,2022-05-19 14:26:11,0.064231
3875775,6ee831b289bc42e7b5f4ad8dfd957a29,menu,,2022-05-19 14:27:33,0.065158
3875833,6ee831b289bc42e7b5f4ad8dfd957a29,basket,,2022-05-19 14:28:33,0.073829
3875849,6ee831b289bc42e7b5f4ad8dfd957a29,basket,,2022-05-19 14:28:44,0.076426
3875858,6ee831b289bc42e7b5f4ad8dfd957a29,menu,,2022-05-19 14:29:03,0.085099
3875889,d909126a20184e49ac5e8011d7ee7f1c,menu,,2022-05-19 14:29:26,0.054949
3875961,6ee831b289bc42e7b5f4ad8dfd957a29,basket,,2022-05-19 14:30:21,0.084203
3875962,d108b3689a9e4cafa314d2f960f62ba0,basket,,2022-05-19 14:30:22,0.077925
3876005,d909126a20184e49ac5e8011d7ee7f1c,menu,,2022-05-19 14:30:54,0
3876086,6ee831b289bc42e7b5f4ad8dfd957a29,basket,,2022-05-19 14:32:03,0.056978
3876092,2cde19b0ddd74a5d9cea3f9a2d0515b2,menu,,2022-05-19 14:32:07,0.098371
3876109,6ee831b289bc42e7b5f4ad8dfd957a29,payment,1409368,2022-05-19 14:32:17,0.084151
3876118,2cde19b0ddd74a5d9cea3f9a2d0515b2,menu,,2022-05-19 14:32:24,0.073535
3876176,d909126a20184e49ac5e8011d7ee7f1c,menu,,2022-05-19 14:33:09,0.067316
3876178,d909126a20184e49ac5e8011d7ee7f1c,menu,,2022-05-19 14:33:11,0.058754
3876210,d108b3689a9e4cafa314d2f960f62ba0,basket,,2022-05-19 14:33:38,0.084908
3876235,2cde19b0ddd74a5d9cea3f9a2d0515b2,menu,,2022-05-19 14:34:05,0.087953
3876251,d909126a20184e49ac5e8011d7ee7f1c,menu,,2022-05-19 14:34:21,0.062699
3876299,2cde19b0ddd74a5d9cea3f9a2d0515b2,basket,,2022-05-19 14:35:06,0.087251
3876370,2cde19b0ddd74a5d9cea3f9a2d0515b2,menu,,2022-05-19 14:35:56,0.074762
3876402,2cde19b0ddd74a5d9cea3f9a2d0515b2,basket,,2022-05-19 14:36:26,0.092511
3876428,2cde19b0ddd74a5d9cea3f9a2d0515b2,basket,,2022-05-19 14:36:50,0.074044
3876467,2cde19b0ddd74a5d9cea3f9a2d0515b2,menu,,2022-05-19 14:37:27,0.070993
3876552,2cde19b0ddd74a5d9cea3f9a2d0515b2,payment,1409415,2022-05-19 14:38:41,0.050771
3876647,5128d262829948adb7b8f7f00ebe59af,menu,,2022-05-19 14:40:11,0.060374
3876779,5128d262829948adb7b8f7f00ebe59af,menu,,2022-05-19 14:42:01,0.060117
3876817,fc297781ed5c4ac4a9541f29bfc6be01,menu,,2022-05-19 14:42:37,0.075469
3876917,fc297781ed5c4ac4a9541f29bfc6be01,menu,,2022-05-19 14:43:56,0.060597
3876957,5128d262829948adb7b8f7f00ebe59af,menu,,2022-05-19 14:44:36,0.067498
3876977,fc297781ed5c4ac4a9541f29bfc6be01,menu,,2022-05-19 14:44:50,0.064697
3876985,71152137058e4e9383d9fa0d40eae55e,menu,,2022-05-19 14:44:52,0.100832
3876997,d909126a20184e49ac5e8011d7ee7f1c,basket,,2022-05-19 14:44:59,0.076009
3877028,71152137058e4e9383d9fa0d40eae55e,menu,,2022-05-19 14:45:24,0.074285
3877068,5128d262829948adb7b8f7f00ebe59af,menu,,2022-05-19 14:45:55,0.072852
3877092,d909126a20184e49ac5e8011d7ee7f1c,basket,,2022-05-19 14:46:26,0.052483
3877104,d909126a20184e49ac5e8011d7ee7f1c,menu,,2022-05-19 14:46:43,0.077081
3877215,d909126a20184e49ac5e8011d7ee7f1c,payment,1409492,2022-05-19 14:48:19,0.09236
3877278,71152137058e4e9383d9fa0d40eae55e,menu,,2022-05-19 14:49:36,0.061461
3877308,71152137058e4e9383d9fa0d40eae55e,basket,,2022-05-19 14:50:06,0.062211
3877358,71152137058e4e9383d9fa0d40eae55e,menu,,2022-05-19 14:50:59,0.066882
3877523,71152137058e4e9383d9fa0d40eae55e,payment,1409525,2022-05-19 14:53:49,0.07549
3877562,5128d262829948adb7b8f7f00ebe59af,basket,,2022-05-19 14:54:29,0.096699
3877566,fc297781ed5c4ac4a9541f29bfc6be01,basket,,2022-05-19 14:54:31,0.075703
3877606,5128d262829948adb7b8f7f00ebe59af,basket,,2022-05-19 14:54:58,0.068093
3877620,fc297781ed5c4ac4a9541f29bfc6be01,menu,,2022-05-19 14:55:11,0.084286
3877628,5128d262829948adb7b8f7f00ebe59af,basket,,2022-05-19 14:55:23,0.06962
3877764,fc297781ed5c4ac4a9541f29bfc6be01,basket,,2022-05-19 14:57:12,0.058063
3877781,c2110e680df54ae4997f854e6e42dbe0,menu,,2022-05-19 14:57:33,0.092093
3877789,fc297781ed5c4ac4a9541f29bfc6be01,payment,1409555,2022-05-19 14:57:38,0.066494
3877798,5128d262829948adb7b8f7f00ebe59af,menu,,2022-05-19 14:57:44,0.073442
3877849,5128d262829948adb7b8f7f00ebe59af,basket,,2022-05-19 14:58:31,0.071988
3877892,5128d262829948adb7b8f7f00ebe59af,payment,1409570,2022-05-19 14:59:07,0.069839
3878173,d7f52c91ce634df0b65b9769e05885d9,menu,,2022-05-19 15:03:41,0.080679
3878250,d7f52c91ce634df0b65b9769e05885d9,menu,,2022-05-19 15:04:59,0.047441
3878390,c2110e680df54ae4997f854e6e42dbe0,menu,,2022-05-19 15:07:15,0.051916
3878416,68887726168748e4b9fc14f9930d8ef9,menu,,2022-05-19 15:07:34,0.089405
3878541,68887726168748e4b9fc14f9930d8ef9,menu,,2022-05-19 15:09:35,0.075842
3878650,c2110e680df54ae4997f854e6e42dbe0,basket,,2022-05-19 15:11:34,0.056869
3878710,68887726168748e4b9fc14f9930d8ef9,menu,,2022-05-19 15:12:30,0.080274
3878782,68887726168748e4b9fc14f9930d8ef9,menu,,2022-05-19 15:13:33,0.045792
3878911,c2110e680df54ae4997f854e6e42dbe0,menu,,2022-05-19 15:15:31,0.089124
3878945,68887726168748e4b9fc14f9930d8ef9,menu,,2022-05-19 15:15:54,0.056142
3878950,c2110e680df54ae4997f854e6e42dbe0,payment,1409690,2022-05-19 15:15:56,0.06328
3879029,68887726168748e4b9fc14f9930d8ef9,menu,,2022-05-19 15:17:15,0.061257
3879037,68887726168748e4b9fc14f9930d8ef9,menu,,2022-05-19 15:17:19,0.067224
3879071,d7f52c91ce634df0b65b9769e05885d9,menu,,2022-05-19 15:17:54,0.08397
3879132,fe0772981a014411aeb3e4888f45a22b,menu,,2022-05-19 15:18:46,0.07979
3879199,fe0772981a014411aeb3e4888f45a22b,menu,,2022-05-19 15:19:56,0.072846
3879320,68887726168748e4b9fc14f9930d8ef9,basket,,2022-05-19 15:22:05,0.056397
3879363,68887726168748e4b9fc14f9930d8ef9,payment,1409730,2022-05-19 15:22:55,0.08321
3879378,5d34d2af8e5446538237c144545aa114,menu,,2022-05-19 15:23:12,0.095354
3879401,5d34d2af8e5446538237c144545aa114,menu,,2022-05-19 15:23:38,0.077494
3879548,fe0772981a014411aeb3e4888f45a22b,menu,,2022-05-19 15:26:29,0.059591
3879793,1315e0014e50414a9740ed84d8d73e87,menu,,2022-05-19 15:30:22,0.052734
3879877,1315e0014e50414a9740ed84d8d73e87,menu,,2022-05-19 15:31:57,0.061218
3879945,5d34d2af8e5446538237c144545aa114,menu,,2022-05-19 15:33:04,0.070487
3879962,5d34d2af8e5446538237c144545aa114,menu,,2022-05-19 15:33:20,0.062676
3879987,fe0772981a014411aeb3e4888f45a22b,basket,,2022-05-19 15:33:45,0.068988
3879991,fe0772981a014411aeb3e4888f45a22b,basket,,2022-05-19 15:33:47,0.073589
3880019,fe0772981a014411aeb3e4888f45a22b,menu,,2022-05-19 15:34:12,0.071733
3880027,5d34d2af8e5446538237c144545aa114,menu,,2022-05-19 15:34:21,0.073953
3880063,1315e0014e50414a9740ed84d8d73e87,menu,,2022-05-19 15:34:56,0.09694
3880071,1315e0014e50414a9740ed84d8d73e87,menu,,2022-05-19 15:35:05,0.064399
3880154,fe0772981a014411aeb3e4888f45a22b,payment,1409824,2022-05-19 15:36:43,0.067702
3880161,5d34d2af8e5446538237c144545aa114,basket,,2022-05-19 15:36:49,0.090028
3880266,5d34d2af8e5446538237c144545aa114,basket,,2022-05-19 15:38:36,0.075712
3880290,804bb970813b4e7798861011caaa5fce,menu,,2022-05-19 15:38:53,0.089242
3880304,5d34d2af8e5446538237c144545aa114,basket,,2022-05-19 15:39:05,0.069964
3880325,5d34d2af8e5446538237c144545aa114,payment,1409839,2022-05-19 15:39:30,0.071694
3880331,5d34d2af8e5446538237c144545aa114,menu,,2022-05-19 15:39:40,0.087736
3880385,1315e0014e50414a9740ed84d8d73e87,basket,,2022-05-19 15:40:38,0.080528
3880417,804bb970813b4e7798861011caaa5fce,menu,,2022-05-19 15:41:14,0.07092
3880533,1315e0014e50414a9740ed84d8d73e87,basket,,2022-05-19 15:42:56,0.060106
3880535,1315e0014e50414a9740ed84d8d73e87,basket,,2022-05-19 15:42:57,0.084433
3880575,804bb970813b4e7798861011caaa5fce,menu,,2022-05-19 15:43:42,0.094982
3880602,1315e0014e50414a9740ed84d8d73e87,payment,1409863,2022-05-19 15:44:08,0.07615
3880606,1315e0014e50414a9740ed84d8d73e87,menu,,2022-05-19 15:44:11,0.078299
3880624,1315e0014e50414a9740ed84d8d73e87,menu,,2022-05-19 15:44:28,0.081538
