index,before_drinks_n,before_drinks_price,before_pizza_n,before_pizza_price,before_total_price,during_drinks_n,during_drinks_price,during_pizza_n,during_pizza_price,during_total_price
47,0,0,2,1380,1380,0,0,2,1320,1320
48,0,0,1,720,720,0,0,1,780,780
49,1,90,2,1410,1500,0,0,2,1560,1560
50,0,0,2,1320,1320,0,0,2,1380,1380
51,0,0,1,720,720,0,0,1,780,780
52,0,0,1,660,660,0,0,1,840,840
53,0,0,1,720,720,0,0,1,840,840
54,0,0,1,660,660,0,0,1,730,730
55,0,0,2,1440,1440,1,80,2,1390,1470
56,0,0,2,1560,1560,0,0,2,1560,1560
57,0,0,1,780,780,0,0,1,780,780
58,0,0,1,780,780,1,80,1,670,750
59,2,160,2,1460,1620,0,0,2,1620,1620
60,1,80,1,670,750,1,80,1,700,780
61,1,80,1,760,840,0,0,1,840,840
62,1,80,3,2320,2400,1,80,3,2350,2430
63,1,80,2,1570,1650,0,0,2,1560,1560
64,1,90,1,780,870,1,80,1,790,870
65,1,80,4,2740,2820,0,0,4,3000,3000
66,0,0,1,540,540,0,0,1,840,840
67,2,160,6,4070,4230,1,80,6,4330,4410
68,0,0,1,600,600,0,0,1,600,600
69,2,170,2,1510,1680,1,80,2,1630,1710
70,1,80,1,850,930,0,0,1,850,850
71,1,80,4,2740,2820,1,90,4,2760,2850
72,0,0,1,780,780,0,0,1,780,780
73,1,70,2,1250,1320,0,0,2,1480,1480
74,0,0,2,1680,1680,1,70,2,1580,1650
75,1,80,1,790,870,0,0,1,840,840
76,1,70,2,1580,1650,2,170,2,1510,1680
77,0,0,1,600,600,0,0,1,840,840
78,0,0,2,1440,1440,2,170,2,1390,1560
79,1,90,1,840,930,1,80,1,850,930
80,0,0,1,720,720,0,0,1,840,840
81,0,0,1,780,780,1,70,1,680,750
82,0,0,1,600,600,0,0,1,720,720
83,0,0,2,1440,1440,0,0,2,1620,1620
84,1,80,1,730,810,0,0,1,840,840
85,1,80,1,580,660,0,0,1,780,780
86,1,90,1,600,690,0,0,1,760,760
87,1,70,1,860,930,0,0,2,1140,1140
88,0,0,1,780,780,0,0,1,780,780
89,0,0,2,1560,1560,0,0,2,1440,1440
90,0,0,2,1560,1560,1,80,2,1510,1590
91,1,70,1,560,630,0,0,1,720,720
92,1,70,1,680,750,0,0,1,780,780
93,1,80,2,1180,1260,0,0,2,1560,1560
94,1,80,1,610,690,1,80,1,610,690
95,1,70,1,620,690,1,90,1,600,690
96,0,0,1,720,720,0,0,1,720,720
97,0,0,1,600,600,0,0,1,840,840
98,0,0,1,720,720,1,80,1,700,780
99,1,80,1,760,840,0,0,1,840,840
100,1,80,1,610,690,1,70,1,620,690
101,0,0,1,660,660,0,0,1,780,780
102,0,0,1,660,660,0,0,1,720,720
103,1,80,1,700,780,0,0,1,790,790
104,1,80,1,730,810,1,90,1,720,810
105,0,0,1,660,660,1,70,1,830,900
106,0,0,1,840,840,0,0,1,840,840
107,1,80,1,610,690,0,0,1,780,780
108,0,0,1,720,720,0,0,1,840,840
109,1,80,1,670,750,0,0,1,600,600
110,1,80,3,1930,2010,0,0,3,1980,1980
111,0,0,1,840,840,0,0,1,780,780
112,0,0,1,780,780,0,0,1,780,780
113,0,0,1,600,600,0,0,1,780,780
114,1,80,2,1510,1590,0,0,2,1560,1560
115,0,0,1,540,540,1,80,1,670,750
116,1,80,1,520,600,0,0,1,840,840
117,1,80,2,1450,1530,1,80,2,1270,1350
118,1,80,2,1270,1350,0,0,2,1570,1570
119,0,0,1,600,600,0,0,1,780,780
120,0,0,1,720,720,0,0,1,720,720
121,1,90,1,660,750,0,0,1,600,600
122,1,70,2,1610,1680,0,0,2,1600,1600
123,1,90,1,660,750,1,80,1,670,750
124,0,0,1,720,720,1,80,1,610,690
125,0,0,2,1560,1560,0,0,2,1560,1560
126,0,0,1,720,720,0,0,1,790,790
127,0,0,2,1260,1260,0,0,2,1260,1260
128,0,0,1,600,600,0,0,1,780,780
129,0,0,4,2820,2820,2,180,4,2790,2970
130,1,80,3,2290,2370,1,90,3,2370,2460
131,0,0,1,780,780,1,70,1,800,870
132,1,90,2,1350,1440,0,0,2,1620,1620
133,1,70,1,620,690,1,90,1,600,690
134,1,90,1,780,870,1,80,1,820,900
135,0,0,2,1440,1440,0,0,2,1560,1560
136,1,90,1,720,810,1,80,1,670,750
137,0,0,1,780,780,0,0,1,780,780
138,0,0,1,660,660,0,0,1,780,780
139,1,90,5,3420,3510,0,0,5,3780,3780
140,0,0,1,780,780,0,0,1,780,780
141,0,0,2,1440,1440,0,0,2,1390,1390
142,0,0,3,2220,2220,0,0,3,2140,2140
143,0,0,1,720,720,0,0,1,720,720
144,0,0,2,1500,1500,0,0,2,1320,1320
145,0,0,1,540,540,1,70,1,740,810
146,1,80,1,610,690,1,80,1,670,750
147,1,90,2,1380,1470,0,0,2,1620,1620
148,0,0,1,840,840,1,80,1,790,870
149,1,90,2,1440,1530,0,0,2,1560,1560
150,1,80,6,4270,4350,0,0,6,4440,4440
151,1,70,1,740,810,0,0,1,840,840
152,0,0,1,720,720,0,0,1,660,660
153,0,0,2,1560,1560,0,0,2,1560,1560
154,1,80,1,790,870,1,80,1,670,750
155,0,0,1,660,660,1,90,1,660,750
156,0,0,1,540,540,0,0,1,600,600
157,1,80,1,730,810,0,0,1,780,780
158,1,80,1,670,750,0,0,1,840,840
159,0,0,1,720,720,1,90,1,660,750
160,1,80,2,1570,1650,0,0,2,1680,1680
161,1,90,1,780,870,1,80,1,820,900
162,0,0,3,1920,1920,0,0,3,2220,2220
163,1,80,1,610,690,1,90,1,810,900
164,1,80,4,2860,2940,1,80,4,2830,2910
165,0,0,1,780,780,0,0,1,780,780
166,0,0,4,2580,2580,0,0,4,2820,2820
167,0,0,1,840,840,1,70,1,650,720
168,1,80,4,2920,3000,0,0,4,3120,3120
169,1,70,1,860,930,0,0,1,840,840
170,0,0,1,720,720,0,0,1,720,720
171,1,70,1,680,750,0,0,1,780,780
172,0,0,1,660,660,0,0,1,610,610
173,0,0,1,780,780,1,80,1,730,810
174,0,0,2,1560,1560,0,0,2,1560,1560
175,0,0,1,660,660,1,80,1,550,630
176,1,90,1,600,690,0,0,1,760,760
177,0,0,2,1380,1380,0,0,2,1500,1500
178,2,180,5,3720,3900,3,240,5,3780,4020
179,1,80,1,820,900,1,80,1,850,930
180,0,0,2,1500,1500,0,0,2,1500,1500
181,1,70,1,680,750,0,0,1,840,840
182,1,90,1,690,780,0,0,1,780,780
183,0,0,3,2220,2220,3,240,3,1950,2190
184,1,70,1,620,690,1,70,1,530,600
185,0,0,2,1560,1560,0,0,2,1620,1620
186,1,80,1,610,690,0,0,1,790,790
187,0,0,1,660,660,0,0,1,780,780
188,1,80,1,670,750,0,0,1,720,720
189,1,90,3,1830,1920,1,80,3,2170,2250
190,1,80,1,730,810,1,80,1,790,870
191,0,0,1,780,780,1,90,1,720,810
192,0,0,3,1980,1980,2,150,3,1890,2040
193,0,0,2,1440,1440,1,70,2,1400,1470
194,1,70,1,620,690,0,0,1,840,840
195,1,90,1,600,690,1,80,1,820,900
196,0,0,1,660,660,1,90,1,600,690
197,1,90,6,3900,3990,1,90,5,3810,3900
198,2,170,2,1450,1620,0,0,2,1630,1630
199,0,0,1,780,780,0,0,1,780,780
200,1,70,2,1460,1530,1,80,2,1480,1560
201,0,0,1,780,780,1,90,1,750,840
202,0,0,3,1860,1860,1,90,3,2130,2220
203,0,0,1,600,600,0,0,1,780,780
204,0,0,2,1440,1440,0,0,2,1510,1510
205,0,0,2,1560,1560,1,80,2,1210,1290
206,0,0,1,780,780,0,0,1,840,840
207,0,0,2,1440,1440,1,90,2,1470,1560
208,0,0,1,600,600,0,0,1,540,540
209,1,80,1,610,690,1,80,1,610,690
210,1,70,3,1940,2010,0,0,3,2110,2110
211,0,0,1,660,660,0,0,1,660,660
212,1,80,5,3310,3390,1,90,4,3160,3250
213,0,0,1,540,540,0,0,1,660,660
214,2,150,2,1350,1500,1,70,2,1430,1500
215,1,90,3,2100,2190,1,80,3,1870,1950
216,0,0,2,1500,1500,0,0,2,1500,1500
217,0,0,1,720,720,1,70,1,680,750
218,0,0,1,660,660,0,0,1,720,720
219,0,0,4,3000,3000,1,90,4,2880,2970
220,1,90,1,780,870,1,70,1,830,900
221,1,90,4,2850,2940,1,80,4,2920,3000
222,0,0,1,840,840,0,0,1,760,760
223,1,80,2,1390,1470,1,70,2,1400,1470
224,0,0,1,660,660,1,80,1,730,810
225,0,0,1,780,780,0,0,1,780,780
226,0,0,1,840,840,1,80,1,820,900
227,0,0,2,1440,1440,0,0,2,1560,1560
228,1,70,1,710,780,0,0,1,780,780
229,1,80,4,2770,2850,1,70,4,2750,2820
230,1,90,2,1470,1560,1,80,2,1510,1590
231,0,0,3,2160,2160,0,0,3,2220,2220
232,1,90,2,1470,1560,0,0,2,1560,1560
233,2,140,2,1480,1620,0,0,2,1620,1620
234,2,180,3,2190,2370,0,0,3,2400,2400
235,0,0,1,720,720,0,0,1,720,720
236,0,0,1,780,780,0,0,1,780,780
237,1,70,4,2450,2520,1,70,3,2490,2560
238,0,0,1,780,780,0,0,1,780,780
239,0,0,4,2940,2940,2,150,4,2970,3120
240,0,0,1,780,780,0,0,1,780,780
241,1,90,2,1320,1410,0,0,2,1450,1450
242,0,0,1,780,780,0,0,1,700,700
243,1,90,1,810,900,0,0,1,720,720
244,0,0,5,3360,3360,2,160,5,3290,3450
245,1,90,3,2040,2130,1,80,3,2170,2250
246,0,0,1,720,720,0,0,1,780,780
247,0,0,3,1920,1920,0,0,3,2280,2280
248,1,70,1,800,870,0,0,1,720,720
249,1,90,4,2820,2910,2,150,4,2940,3090
250,0,0,1,780,780,0,0,1,760,760
251,0,0,1,780,780,1,80,1,760,840
252,1,70,1,620,690,1,90,1,600,690
253,0,0,1,780,780,0,0,1,780,780
254,1,80,1,820,900,0,0,1,780,780
255,0,0,2,1440,1440,1,80,2,1360,1440
256,2,170,4,2860,3030,1,80,4,2950,3030
257,0,0,1,660,660,0,0,1,720,720
258,0,0,3,1740,1740,1,80,3,1720,1800
259,1,70,1,680,750,0,0,1,720,720
260,0,0,2,1620,1620,1,90,2,1560,1650
261,0,0,1,780,780,1,70,1,740,810
262,0,0,1,780,780,0,0,1,780,780
263,1,80,1,730,810,0,0,1,840,840
264,1,80,1,670,750,1,80,1,550,630
265,1,80,2,1450,1530,0,0,2,1620,1620
266,1,70,1,740,810,0,0,1,780,780
267,0,0,3,2280,2280,1,90,3,2220,2310
268,1,90,1,780,870,0,0,1,840,840
269,1,90,1,780,870,0,0,1,840,840
270,1,70,1,620,690,1,70,1,740,810
271,0,0,3,2220,2220,1,70,3,2120,2190
272,0,0,2,1200,1200,1,70,2,1460,1530
273,1,90,1,660,750,1,70,1,710,780
274,0,0,2,1500,1500,1,70,2,1280,1350
275,1,90,1,720,810,1,90,1,720,810
276,2,160,3,2270,2430,3,250,3,2090,2340
277,1,80,1,790,870,0,0,1,780,780
278,0,0,1,840,840,1,70,1,800,870
279,1,80,6,4180,4260,2,140,6,4090,4230
280,1,80,1,730,810,0,0,1,840,840
281,0,0,2,1080,1080,0,0,1,660,660
282,1,70,3,1850,1920,0,0,3,1980,1980
283,0,0,1,840,840,0,0,1,760,760
284,1,80,1,790,870,1,80,1,760,840
285,1,80,1,670,750,1,80,1,730,810
286,0,0,1,780,780,0,0,1,780,780
287,0,0,1,840,840,0,0,1,840,840
288,1,70,1,680,750,0,0,1,780,780
289,0,0,1,720,720,1,80,1,670,750
290,0,0,1,840,840,0,0,1,790,790
291,0,0,1,780,780,0,0,1,780,780
292,0,0,1,660,660,0,0,1,720,720
293,1,80,3,2260,2340,0,0,3,2260,2260
294,1,90,3,2010,2100,0,0,3,2400,2400
295,0,0,1,840,840,0,0,1,780,780
296,0,0,1,780,780,1,70,1,620,690
297,0,0,1,840,840,0,0,1,840,840
298,0,0,1,780,780,0,0,1,780,780
299,0,0,1,720,720,0,0,1,780,780
300,0,0,2,1620,1620,0,0,2,1620,1620
301,1,90,1,750,840,0,0,1,840,840
302,1,80,1,790,870,0,0,1,720,720
303,0,0,2,1440,1440,0,0,2,1560,1560
304,1,70,1,680,750,0,0,1,660,660
305,1,80,1,670,750,1,70,1,800,870
306,0,0,1,840,840,0,0,1,540,540
307,1,80,2,1570,1650,0,0,2,1440,1440
308,0,0,1,600,600,0,0,1,600,600
309,0,0,2,1440,1440,0,0,2,1560,1560
310,1,90,2,1140,1230,1,80,2,1390,1470
311,1,90,2,1560,1650,0,0,2,1600,1600
312,0,0,1,840,840,0,0,1,840,840
313,0,0,1,780,780,0,0,1,780,780
314,0,0,2,1680,1680,0,0,2,1680,1680
315,0,0,3,2100,2100,0,0,3,2280,2280
316,1,80,1,610,690,1,70,1,770,840
317,1,80,2,1570,1650,0,0,2,1320,1320
318,0,0,1,780,780,0,0,1,780,780
319,0,0,1,840,840,1,90,1,540,630
320,0,0,3,2160,2160,0,0,3,2340,2340
321,1,80,1,670,750,0,0,1,720,720
322,0,0,1,720,720,0,0,1,780,780
323,1,80,4,3040,3120,1,70,4,2930,3000
324,0,0,1,600,600,1,90,1,780,870
325,1,70,2,1460,1530,1,90,2,1560,1650
326,1,70,4,2900,2970,1,80,4,2950,3030
327,1,80,2,1570,1650,1,90,2,1560,1650
328,1,80,1,610,690,0,0,1,840,840
329,0,0,1,840,840,0,0,1,600,600
330,0,0,2,1620,1620,0,0,2,1320,1320
331,0,0,1,780,780,0,0,1,780,780
332,0,0,1,720,720,0,0,1,720,720
333,0,0,1,720,720,1,70,1,770,840
334,1,80,1,670,750,0,0,1,780,780
335,0,0,2,1440,1440,1,80,2,1390,1470
336,0,0,1,720,720,0,0,1,790,790
337,0,0,2,1140,1140,2,160,2,1370,1530
338,1,70,2,1580,1650,1,70,2,1580,1650
339,0,0,1,600,600,0,0,1,780,780
340,0,0,1,720,720,0,0,1,600,600
341,0,0,2,1440,1440,0,0,2,1620,1620
342,0,0,1,720,720,0,0,1,720,720
343,1,80,2,1390,1470,0,0,2,1560,1560
344,0,0,4,2640,2640,0,0,3,2530,2530
345,1,80,2,1450,1530,0,0,2,1440,1440
346,1,80,1,790,870,0,0,1,840,840
347,2,160,4,2570,2730,0,0,4,2980,2980
348,1,90,2,1500,1590,1,70,2,1550,1620
349,0,0,1,720,720,0,0,1,790,790
350,1,70,4,2780,2850,1,80,4,2980,3060
351,1,90,6,3870,3960,1,90,6,4170,4260
352,0,0,1,780,780,0,0,1,780,780
353,1,90,2,1620,1710,1,80,2,1600,1680
354,0,0,1,780,780,1,70,1,860,930
355,2,170,5,3400,3570,0,0,5,3780,3780
356,0,0,1,720,720,0,0,1,850,850
357,1,90,1,720,810,1,80,1,730,810
358,1,80,1,670,750,0,0,1,780,780
359,0,0,1,780,780,1,90,1,780,870
360,0,0,1,840,840,0,0,1,840,840
361,1,80,3,2200,2280,0,0,3,2230,2230
362,0,0,1,540,540,0,0,1,540,540
363,1,90,1,510,600,0,0,1,660,660
364,0,0,1,840,840,1,80,1,790,870
365,1,70,1,710,780,0,0,1,780,780
366,0,0,1,780,780,0,0,1,540,540
367,0,0,1,780,780,0,0,1,820,820
368,1,80,3,1720,1800,1,80,3,1720,1800
369,0,0,1,720,720,0,0,1,540,540
370,0,0,1,780,780,0,0,1,780,780
371,0,0,1,540,540,0,0,1,600,600
372,0,0,2,1560,1560,0,0,2,1560,1560
373,1,80,1,670,750,0,0,1,780,780
374,0,0,1,660,660,0,0,1,780,780
375,0,0,2,1200,1200,0,0,2,1200,1200
376,0,0,2,1380,1380,0,0,2,1450,1450
377,0,0,1,720,720,1,80,1,670,750
378,0,0,1,540,540,0,0,1,660,660
379,0,0,2,1260,1260,0,0,2,1260,1260
380,1,90,2,1200,1290,1,80,2,1510,1590
381,1,80,1,610,690,0,0,1,760,760
382,1,70,1,740,810,0,0,1,780,780
383,1,80,1,760,840,1,80,1,790,870
384,0,0,2,1200,1200,0,0,2,1380,1380
385,2,170,6,4270,4440,0,0,6,4260,4260
386,0,0,2,1620,1620,0,0,2,1570,1570
387,0,0,1,720,720,0,0,1,720,720
388,0,0,1,660,660,0,0,1,720,720
389,1,80,2,1660,1740,1,70,2,1700,1770
390,0,0,1,780,780,1,70,1,680,750
391,0,0,2,1380,1380,0,0,2,1330,1330
392,0,0,1,600,600,1,80,1,730,810
393,1,80,1,790,870,0,0,1,840,840
394,0,0,1,780,780,0,0,1,780,780
395,0,0,1,540,540,1,70,1,680,750
396,0,0,1,660,660,0,0,1,600,600
397,1,70,3,2090,2160,0,0,3,2170,2170
398,0,0,3,2040,2040,0,0,3,2280,2280
399,1,80,3,1900,1980,0,0,3,2100,2100
400,1,70,3,1910,1980,0,0,3,1980,1980
401,1,80,1,790,870,0,0,1,840,840
402,0,0,4,2940,2940,1,90,4,2970,3060
403,1,90,1,660,750,0,0,1,600,600
404,1,90,1,780,870,0,0,1,790,790
405,0,0,1,540,540,1,80,1,790,870
406,0,0,1,840,840,0,0,1,720,720
407,0,0,2,1380,1380,1,70,2,1460,1530
408,0,0,1,600,600,0,0,1,720,720
409,1,80,1,670,750,1,90,1,600,690
410,0,0,2,1380,1380,1,90,2,1260,1350
411,1,80,2,1450,1530,1,80,2,1150,1230
412,0,0,1,780,780,1,90,1,780,870
413,2,170,2,1450,1620,0,0,2,1620,1620
414,0,0,1,600,600,0,0,1,600,600
415,1,90,1,660,750,0,0,1,720,720
416,0,0,1,780,780,0,0,1,780,780
417,0,0,1,600,600,0,0,1,720,720
418,1,70,1,740,810,0,0,1,780,780
419,0,0,3,2040,2040,0,0,3,1980,1980
420,0,0,1,600,600,0,0,1,790,790
421,0,0,3,1920,1920,1,80,3,1900,1980
422,0,0,1,660,660,1,90,1,750,840
423,0,0,1,660,660,1,80,1,790,870
424,1,80,1,670,750,1,80,1,670,750
425,0,0,1,780,780,0,0,1,780,780
426,0,0,2,1260,1260,0,0,2,1680,1680
427,0,0,1,780,780,0,0,1,780,780
428,0,0,2,1260,1260,0,0,2,1440,1440
429,0,0,1,660,660,0,0,1,840,840
430,1,70,4,2780,2850,1,80,4,2950,3030
431,0,0,1,780,780,1,70,1,740,810
432,1,70,1,770,840,1,80,1,730,810
433,0,0,2,1380,1380,0,0,2,1380,1380
434,0,0,3,1920,1920,0,0,3,2340,2340
435,1,80,1,730,810,0,0,1,760,760
436,0,0,1,540,540,0,0,1,840,840
437,0,0,1,840,840,1,80,1,610,690
438,0,0,3,2160,2160,2,180,3,2040,2220
439,1,80,1,820,900,0,0,1,850,850
440,0,0,2,1440,1440,1,80,2,1310,1390
441,0,0,1,720,720,0,0,1,840,840
442,1,80,1,820,900,0,0,1,780,780
443,1,80,1,850,930,0,0,2,1080,1080
444,1,80,1,820,900,0,0,1,850,850
445,0,0,1,780,780,0,0,1,720,720
446,1,80,2,1330,1410,0,0,2,1500,1500
447,1,80,1,670,750,0,0,1,720,720
448,1,90,3,2160,2250,0,0,3,2160,2160
449,1,70,1,680,750,1,90,1,750,840
450,0,0,2,1380,1380,0,0,2,1560,1560
451,1,80,1,610,690,0,0,1,610,610
452,0,0,1,780,780,1,90,1,720,810
453,3,240,6,4140,4380,0,0,6,4440,4440
454,0,0,1,780,780,0,0,1,780,780
455,2,160,5,3620,3780,1,70,5,3660,3730
456,1,80,1,730,810,0,0,1,840,840
457,1,70,1,740,810,1,80,1,610,690
458,0,0,1,840,840,0,0,1,840,840
459,2,170,4,2770,2940,0,0,4,3060,3060
460,1,90,3,2040,2130,1,90,3,2220,2310
461,3,220,8,5570,5790,1,70,8,5600,5670
462,0,0,1,780,780,0,0,1,840,840
463,1,80,2,1510,1590,1,80,2,1330,1410
464,2,150,5,3660,3810,0,0,6,4020,4020
465,0,0,1,780,780,0,0,1,540,540
466,1,80,3,1900,1980,0,0,3,2140,2140
467,0,0,2,1260,1260,0,0,2,1500,1500
468,0,0,1,540,540,0,0,1,600,600
469,1,80,1,670,750,0,0,1,720,720
470,1,80,1,790,870,0,0,1,720,720
471,0,0,3,2100,2100,0,0,3,2100,2100
472,1,80,1,850,930,0,0,1,850,850
473,0,0,2,1260,1260,0,0,2,1560,1560
474,0,0,2,1380,1380,1,80,2,1390,1470
475,1,80,1,790,870,1,80,1,790,870
476,0,0,1,660,660,0,0,1,660,660
477,1,90,1,720,810,0,0,1,840,840
478,0,0,1,600,600,0,0,1,600,600
479,1,90,1,690,780,1,80,1,700,780
480,1,90,7,4950,5040,0,0,7,4990,4990
481,1,70,1,680,750,0,0,1,660,660
482,2,150,3,2190,2340,0,0,3,2400,2400
483,0,0,1,780,780,0,0,1,840,840
484,1,80,1,730,810,1,80,1,640,720
485,0,0,3,1860,1860,0,0,3,2340,2340
486,0,0,1,720,720,0,0,1,790,790
487,1,90,2,1440,1530,0,0,2,1560,1560
488,0,0,1,540,540,0,0,1,840,840
489,1,80,1,760,840,0,0,1,840,840
490,0,0,1,600,600,0,0,1,780,780
491,0,0,1,780,780,0,0,1,730,730
492,1,80,3,2080,2160,0,0,3,2160,2160
493,1,80,1,730,810,1,80,1,670,750
494,1,80,1,850,930,0,0,1,840,840
495,1,90,1,600,690,1,80,1,760,840
496,0,0,1,780,780,0,0,1,820,820
497,0,0,2,1380,1380,0,0,2,1560,1560
498,0,0,2,1200,1200,0,0,2,1440,1440
499,0,0,3,2160,2160,0,0,3,2280,2280
500,1,70,2,1550,1620,0,0,2,1560,1560
501,0,0,6,4500,4500,1,80,7,4570,4650
502,0,0,1,720,720,0,0,1,720,720
503,1,70,4,2870,2940,1,70,4,2840,2910
504,0,0,2,1560,1560,0,0,2,1600,1600
505,1,90,1,720,810,0,0,1,780,780
506,1,80,1,550,630,0,0,1,780,780
507,0,0,1,600,600,0,0,1,600,600
508,1,80,1,730,810,1,90,1,600,690
509,0,0,1,780,780,0,0,1,780,780
510,0,0,2,1260,1260,0,0,2,1260,1260
511,1,80,2,1540,1620,2,170,2,1420,1590
512,1,90,1,540,630,0,0,1,600,600
513,1,80,2,1420,1500,0,0,2,1500,1500
514,1,80,1,610,690,1,80,1,820,900
515,1,70,1,680,750,1,80,1,670,750
516,0,0,1,840,840,0,0,1,840,840
517,1,70,2,1460,1530,0,0,2,1540,1540
518,0,0,2,1500,1500,0,0,2,1510,1510
519,0,0,1,600,600,0,0,1,730,730
520,0,0,1,720,720,0,0,1,840,840
521,0,0,1,780,780,0,0,1,780,780
522,0,0,1,720,720,0,0,1,840,840
523,0,0,1,660,660,0,0,1,780,780
524,0,0,1,840,840,1,90,1,600,690
525,0,0,2,1560,1560,0,0,2,1560,1560
526,0,0,1,660,660,0,0,1,780,780
527,0,0,1,540,540,1,80,1,610,690
528,0,0,2,1560,1560,0,0,2,1560,1560
529,0,0,1,600,600,0,0,1,790,790
530,0,0,4,2580,2580,2,170,4,2530,2700
531,1,80,1,730,810,1,80,1,790,870
532,0,0,1,600,600,0,0,1,840,840
533,0,0,1,720,720,0,0,1,780,780
534,1,70,1,710,780,0,0,1,780,780
535,0,0,1,540,540,0,0,1,780,780
536,0,0,1,720,720,0,0,1,720,720
537,0,0,1,720,720,0,0,1,840,840
538,1,70,1,800,870,0,0,1,820,820
539,1,80,2,1240,1320,1,80,2,1540,1620
540,0,0,1,600,600,0,0,1,720,720
541,0,0,1,720,720,1,90,1,600,690
542,0,0,1,660,660,0,0,1,660,660
543,1,70,1,770,840,1,80,1,790,870
544,0,0,1,780,780,0,0,1,780,780
545,0,0,1,540,540,0,0,1,660,660
546,0,0,1,600,600,0,0,1,780,780
547,0,0,1,660,660,0,0,1,600,600
548,0,0,1,660,660,0,0,1,660,660
549,0,0,2,1500,1500,0,0,2,1500,1500
550,0,0,1,840,840,0,0,1,840,840
551,0,0,2,1260,1260,0,0,2,1260,1260
552,1,80,1,850,930,0,0,2,1200,1200
553,2,150,4,2640,2790,2,160,4,2630,2790
554,1,90,1,660,750,1,90,1,780,870
555,1,80,1,670,750,0,0,1,840,840
556,0,0,1,600,600,0,0,2,1440,1440
557,0,0,3,2160,2160,1,80,3,2320,2400
558,0,0,1,600,600,0,0,1,780,780
559,0,0,1,600,600,0,0,1,780,780
560,0,0,3,2100,2100,0,0,3,2170,2170
561,0,0,1,660,660,0,0,1,780,780
562,1,70,1,560,630,1,90,1,660,750
563,0,0,2,1320,1320,0,0,2,1320,1320
564,0,0,4,2820,2820,0,0,4,2940,2940
565,1,80,1,730,810,1,80,1,730,810
566,1,80,2,1240,1320,0,0,2,1260,1260
567,1,80,1,790,870,0,0,1,840,840
568,0,0,1,660,660,0,0,1,840,840
569,1,80,1,700,780,1,70,1,710,780
570,1,70,2,1220,1290,0,0,2,1450,1450
571,0,0,1,600,600,0,0,1,840,840
572,1,80,2,1450,1530,1,80,2,1450,1530
573,1,80,1,550,630,0,0,1,840,840
574,0,0,1,780,780,0,0,1,790,790
575,1,90,4,2820,2910,0,0,4,2940,2940
576,0,0,1,780,780,0,0,1,720,720
577,1,70,1,680,750,0,0,1,850,850
578,1,80,3,2200,2280,0,0,3,2290,2290
579,0,0,2,1260,1260,2,140,2,1420,1560
580,0,0,2,1320,1320,0,0,2,1620,1620
581,0,0,2,1440,1440,1,70,2,1550,1620
582,1,90,1,600,690,1,90,1,780,870
583,1,80,3,2170,2250,1,70,3,2180,2250
584,0,0,2,1440,1440,0,0,2,1440,1440
585,0,0,2,1380,1380,1,80,2,1420,1500
586,1,70,1,830,900,1,80,1,820,900
